subjNum;subjStartDate;subjStartTime;trialIndex;exptId;choicePos;vidPlayCounts;rt;exptVer;options;choice
1;2024-10-08;23:16:07;0;29;right;"{""vid1"":1,""vid2"":1,""vid3"":1}";21.897;1;['5570_poke', '4806_flirt with', '5901_huddle with'];5901_huddle with
1;2024-10-08;23:16:07;1;34;right;"{""vid1"":2,""vid2"":2,""vid3"":2}";39.827;1;['1051_herd', '1121_scratch', '5528_hug'];5528_hug
1;2024-10-08;23:16:07;2;19;middle;"{""vid1"":3,""vid2"":3,""vid3"":3}";58.96;1;['6026_fight', '5528_hug', '4926_lead'];5528_hug
1;2024-10-08;23:16:07;3;39;middle;"{""vid1"":4,""vid2"":4,""vid3"":4}";82.882;1;['5570_poke', '5790_escape', '6026_fight'];5790_escape
1;2024-10-08;23:16:07;4;31;right;"{""vid1"":5,""vid2"":5,""vid3"":5}";106.792;1;['6026_fight', '1167_kiss', '5876_creep up on'];5876_creep up on
1;2024-10-08;23:16:07;5;1;right;"{""vid1"":6,""vid2"":6,""vid3"":6}";118.899;1;['5528_hug', '6058_leave', '5905_encircle'];5905_encircle
1;2024-10-08;23:16:07;6;30;left;"{""vid1"":14,""vid2"":7,""vid3"":7}";148.828;1;['6013_talk to', '5876_creep up on', '5096_approach'];6013_talk to
1;2024-10-08;23:16:07;7;0;middle;"{""vid1"":8,""vid2"":8,""vid3"":8}";168.707;1;['5570_poke', '6013_talk to', '5876_creep up on'];6013_talk to
1;2024-10-08;23:16:07;8;43;right;"{""vid1"":9,""vid2"":9,""vid3"":9}";192.722;1;['4806_flirt with', '5901_huddle with', '5866_follow'];5866_follow
1;2024-10-08;23:16:07;9;18;middle;"{""vid1"":10,""vid2"":10,""vid3"":10}";221.108;1;['4789_bother', '4806_flirt with', '6058_leave'];4806_flirt with
1;2024-10-08;23:16:07;10;26;left;"{""vid1"":22,""vid2"":11,""vid3"":11}";247.923;1;['5471_ignore', '1104_tickle', '1121_scratch'];5471_ignore
3;2024-10-08;23:19:39;0;1;left;"{""vid1"":2,""vid2"":1,""vid3"":1}";65.302;3;['4793_avoid', '6026_fight', '1104_tickle'];4793_avoid
1;2024-10-08;23:16:07;11;27;right;"{""vid1"":12,""vid2"":12,""vid3"":12}";261.969;1;['4788_capture', '5568_push', '4926_lead'];4926_lead
1;2024-10-08;23:16:07;12;9;left;"{""vid1"":13,""vid2"":13,""vid3"":13}";287.032;1;['4806_flirt with', '4926_lead', '5876_creep up on'];4806_flirt with
1;2024-10-08;23:16:07;13;22;right;"{""vid1"":14,""vid2"":14,""vid3"":14}";306.1;1;['6058_leave', '5096_approach', '6013_talk to'];6013_talk to
1;2024-10-08;23:16:07;14;11;right;"{""vid1"":15,""vid2"":15,""vid3"":15}";328.819;1;['1104_tickle', '5568_push', '4793_avoid'];4793_avoid
1;2024-10-08;23:16:07;15;41;right;"{""vid1"":16,""vid2"":16,""vid3"":16}";359.06;1;['6172_hit', '4789_bother', '1167_kiss'];1167_kiss
3;2024-10-08;23:19:39;1;17;right;"{""vid1"":6,""vid2"":6,""vid3"":8}";182.387;3;['1051_herd', '6026_fight', '6239_pull'];6239_pull
1;2024-10-08;23:16:07;16;6;middle;"{""vid1"":34,""vid2"":17,""vid3"":17}";391.407;1;['4806_flirt with', '5905_encircle', '5570_poke'];5905_encircle
1;2024-10-08;23:16:07;17;12;middle;"{""vid1"":18,""vid2"":18,""vid3"":18}";412.092;1;['6239_pull', '5788_examine', '1167_kiss'];5788_examine
1;2024-10-08;23:16:07;18;33;middle;"{""vid1"":19,""vid2"":19,""vid3"":19}";428.816;1;['6172_hit', '5528_hug', '4788_capture'];5528_hug
3;2024-10-08;23:19:39;2;35;left;"{""vid1"":9,""vid2"":6,""vid3"":6}";248.337;3;['5096_approach', '4806_flirt with', '6026_fight'];5096_approach
1;2024-10-08;23:16:07;19;32;left;"{""vid1"":20,""vid2"":20,""vid3"":20}";445.735;1;['5905_encircle', '5568_push', '1104_tickle'];5905_encircle
1;2024-10-08;23:16:07;20;16;middle;"{""vid1"":21,""vid2"":21,""vid3"":21}";459.604;1;['5096_approach', '6239_pull', '4788_capture'];6239_pull
3;2024-10-08;23:19:39;3;12;right;"{""vid1"":4,""vid2"":4,""vid3"":4}";284.405;3;['5788_examine', '6300_accompany', '6172_hit'];6172_hit
1;2024-10-08;23:16:07;21;20;middle;"{""vid1"":44,""vid2"":22,""vid3"":22}";484.101;1;['1104_tickle', '6058_leave', '6013_talk to'];6058_leave
1;2024-10-08;23:16:07;22;14;left;"{""vid1"":23,""vid2"":23,""vid3"":23}";502.189;1;['5905_encircle', '5876_creep up on', '4788_capture'];5905_encircle
1;2024-10-08;23:16:07;23;36;middle;"{""vid1"":24,""vid2"":24,""vid3"":24}";523.451;1;['4793_avoid', '5528_hug', '4926_lead'];5528_hug
1;2024-10-08;23:16:07;24;17;middle;"{""vid1"":25,""vid2"":25,""vid3"":25}";547.11;1;['1051_herd', '4926_lead', '1104_tickle'];4926_lead
3;2024-10-08;23:19:39;4;29;left;"{""vid1"":20,""vid2"":20,""vid3"":10}";368.24;3;['5901_huddle with', '4861_throw', '1104_tickle'];5901_huddle with
1;2024-10-08;23:16:07;25;24;middle;"{""vid1"":26,""vid2"":26,""vid3"":26}";569.113;1;['5096_approach', '5471_ignore', '5876_creep up on'];5471_ignore
4;2024-10-08;23:25:15;0;5;middle;"{""vid1"":1,""vid2"":1,""vid3"":1}";22.584;4;['6300_accompany', '5901_huddle with', '5568_push'];5901_huddle with
1;2024-10-08;23:16:07;26;38;middle;"{""vid1"":27,""vid2"":27,""vid3"":27}";594.279;1;['4861_throw', '5790_escape', '6013_talk to'];5790_escape
4;2024-10-08;23:25:15;1;30;middle;"{""vid1"":2,""vid2"":2,""vid3"":2}";47.926;4;['4793_avoid', '6026_fight', '6058_leave'];6026_fight
1;2024-10-08;23:16:07;27;3;left;"{""vid1"":28,""vid2"":28,""vid3"":28}";624.591;1;['6013_talk to', '4789_bother', '1051_herd'];6013_talk to
3;2024-10-08;23:19:39;5;30;left;"{""vid1"":18,""vid2"":12,""vid3"":12}";436.239;3;['6239_pull', '6172_hit', '6013_talk to'];6239_pull
1;2024-10-08;23:16:07;28;42;left;"{""vid1"":29,""vid2"":29,""vid3"":29}";646.727;1;['6300_accompany', '1121_scratch', '5901_huddle with'];6300_accompany
4;2024-10-08;23:25:15;2;18;middle;"{""vid1"":3,""vid2"":3,""vid3"":3}";81.736;4;['4926_lead', '4793_avoid', '4806_flirt with'];4793_avoid
3;2024-10-08;23:19:39;6;24;right;"{""vid1"":7,""vid2"":14,""vid3"":14}";464.837;3;['5905_encircle', '4861_throw', '5901_huddle with'];5901_huddle with
1;2024-10-08;23:16:07;29;10;middle;"{""vid1"":30,""vid2"":30,""vid3"":30}";673.8;1;['6013_talk to', '6172_hit', '5866_follow'];6172_hit
4;2024-10-08;23:25:15;3;7;middle;"{""vid1"":8,""vid2"":8,""vid3"":4}";108.335;4;['5096_approach', '6058_leave', '5568_push'];6058_leave
3;2024-10-08;23:19:39;7;34;middle;"{""vid1"":16,""vid2"":8,""vid3"":8}";490.172;3;['5568_push', '1121_scratch', '1167_kiss'];1121_scratch
1;2024-10-08;23:16:07;30;15;middle;"{""vid1"":31,""vid2"":31,""vid3"":31}";692.304;1;['5096_approach', '5471_ignore', '6058_leave'];5471_ignore
4;2024-10-08;23:25:15;4;35;middle;"{""vid1"":5,""vid2"":5,""vid3"":5}";129.005;4;['4788_capture', '6300_accompany', '1104_tickle'];6300_accompany
4;2024-10-08;23:25:15;5;44;middle;"{""vid1"":6,""vid2"":6,""vid3"":6}";149.825;4;['1104_tickle', '5901_huddle with', '5528_hug'];5901_huddle with
3;2024-10-08;23:19:39;8;9;middle;"{""vid1"":18,""vid2"":18,""vid3"":18}";528.073;3;['1121_scratch', '5471_ignore', '6058_leave'];5471_ignore
1;2024-10-08;23:16:07;31;44;left;"{""vid1"":32,""vid2"":32,""vid3"":32}";725.665;1;['4789_bother', '6300_accompany', '1051_herd'];4789_bother
1;2024-10-08;23:16:07;32;23;right;"{""vid1"":33,""vid2"":33,""vid3"":33}";741.407;1;['5866_follow', '4788_capture', '1167_kiss'];1167_kiss
3;2024-10-08;23:19:39;9;2;left;"{""vid1"":10,""vid2"":10,""vid3"":10}";561.189;3;['5790_escape', '6300_accompany', '5788_examine'];5790_escape
4;2024-10-08;23:25:15;6;0;middle;"{""vid1"":14,""vid2"":7,""vid3"":7}";187.095;4;['4789_bother', '5790_escape', '4788_capture'];5790_escape
1;2024-10-08;23:16:07;33;2;middle;"{""vid1"":34,""vid2"":34,""vid3"":34}";766.775;1;['5788_examine', '5570_poke', '6300_accompany'];5570_poke
3;2024-10-08;23:19:39;10;33;right;"{""vid1"":22,""vid2"":22,""vid3"":11}";577.406;3;['4861_throw', '4788_capture', '5528_hug'];5528_hug
4;2024-10-08;23:25:15;7;27;left;"{""vid1"":8,""vid2"":8,""vid3"":8}";216.218;4;['6013_talk to', '6172_hit', '1051_herd'];6013_talk to
1;2024-10-08;23:16:07;34;28;left;"{""vid1"":35,""vid2"":35,""vid3"":35}";783.872;1;['4861_throw', '6058_leave', '5790_escape'];4861_throw
1;2024-10-08;23:16:07;35;4;middle;"{""vid1"":36,""vid2"":36,""vid3"":36}";801.384;1;['6239_pull', '5788_examine', '5568_push'];5788_examine
3;2024-10-08;23:19:39;11;38;left;"{""vid1"":48,""vid2"":36,""vid3"":24}";635.091;3;['5528_hug', '6172_hit', '6013_talk to'];5528_hug
1;2024-10-08;23:16:07;36;40;left;"{""vid1"":74,""vid2"":37,""vid3"":37}";828.776;1;['6026_fight', '5568_push', '5866_follow'];6026_fight
4;2024-10-08;23:25:15;8;6;left;"{""vid1"":18,""vid2"":9,""vid3"":9}";277.681;4;['6239_pull', '1104_tickle', '5570_poke'];6239_pull
1;2024-10-08;23:16:07;37;35;left;"{""vid1"":38,""vid2"":38,""vid3"":38}";851.954;1;['6172_hit', '1104_tickle', '5570_poke'];6172_hit
1;2024-10-08;23:16:07;38;13;middle;"{""vid1"":78,""vid2"":39,""vid3"":39}";881.349;1;['1167_kiss', '5471_ignore', '5096_approach'];5471_ignore
3;2024-10-08;23:19:39;12;31;right;"{""vid1"":26,""vid2"":39,""vid3"":39}";691.558;3;['5876_creep up on', '4806_flirt with', '5528_hug'];5528_hug
1;2024-10-08;23:16:07;39;7;right;"{""vid1"":80,""vid2"":40,""vid3"":40}";900.54;1;['5570_poke', '6026_fight', '4788_capture'];4788_capture
3;2024-10-08;23:19:39;13;22;middle;"{""vid1"":14,""vid2"":28,""vid3"":14}";717.692;3;['6058_leave', '5471_ignore', '1104_tickle'];5471_ignore
1;2024-10-08;23:16:07;40;25;left;"{""vid1"":41,""vid2"":41,""vid3"":41}";918.404;1;['6300_accompany', '6058_leave', '4861_throw'];6300_accompany
1;2024-10-08;23:16:07;41;21;middle;"{""vid1"":42,""vid2"":42,""vid3"":42}";934.059;1;['4861_throw', '5866_follow', '1121_scratch'];5866_follow
3;2024-10-08;23:19:39;14;13;left;"{""vid1"":30,""vid2"":15,""vid3"":15}";750.69;3;['5096_approach', '4793_avoid', '5905_encircle'];5096_approach
1;2024-10-08;23:16:07;42;5;left;"{""vid1"":43,""vid2"":43,""vid3"":43}";964.775;1;['6172_hit', '5866_follow', '5788_examine'];6172_hit
4;2024-10-08;23:25:15;9;1;left;"{""vid1"":20,""vid2"":10,""vid3"":10}";407.294;4;['6239_pull', '5876_creep up on', '5901_huddle with'];6239_pull
3;2024-10-08;23:19:39;15;44;right;"{""vid1"":32,""vid2"":32,""vid3"":16}";794.261;3;['6026_fight', '1167_kiss', '5096_approach'];5096_approach
1;2024-10-08;23:16:07;43;37;middle;"{""vid1"":44,""vid2"":44,""vid3"":44}";992.563;1;['4806_flirt with', '5471_ignore', '1051_herd'];5471_ignore
4;2024-10-08;23:25:15;10;24;right;"{""vid1"":11,""vid2"":11,""vid3"":22}";441.789;4;['6172_hit', '1104_tickle', '5876_creep up on'];5876_creep up on
3;2024-10-08;23:19:39;16;20;left;"{""vid1"":34,""vid2"":17,""vid3"":17}";839.027;3;['5790_escape', '4789_bother', '5788_examine'];5790_escape
1;2024-10-08;23:16:07;44;8;right;"{""vid1"":90,""vid2"":90,""vid3"":45}";1030.888;1;['1104_tickle', '5790_escape', '1121_scratch'];1121_scratch
4;2024-10-08;23:25:15;11;15;right;"{""vid1"":12,""vid2"":12,""vid3"":12}";463.319;4;['6300_accompany', '5876_creep up on', '6239_pull'];6239_pull
3;2024-10-08;23:19:39;17;6;middle;"{""vid1"":18,""vid2"":36,""vid3"":18}";866.127;3;['5790_escape', '4861_throw', '1121_scratch'];4861_throw
4;2024-10-08;23:25:15;12;2;right;"{""vid1"":26,""vid2"":13,""vid3"":13}";520.323;4;['5901_huddle with', '5905_encircle', '4793_avoid'];4793_avoid
3;2024-10-08;23:19:39;18;3;left;"{""vid1"":38,""vid2"":57,""vid3"":57}";936.743;3;['5570_poke', '5471_ignore', '1051_herd'];5570_poke
4;2024-10-08;23:25:15;13;13;middle;"{""vid1"":14,""vid2"":14,""vid3"":14}";583.244;4;['1104_tickle', '5866_follow', '1121_scratch'];5866_follow
3;2024-10-08;23:19:39;19;37;middle;"{""vid1"":40,""vid2"":40,""vid3"":20}";963.011;3;['5866_follow', '5528_hug', '5471_ignore'];5528_hug
4;2024-10-08;23:25:15;14;41;right;"{""vid1"":15,""vid2"":15,""vid3"":15}";611.919;4;['6013_talk to', '1167_kiss', '6300_accompany'];6300_accompany
4;2024-10-08;23:25:15;15;11;middle;"{""vid1"":16,""vid2"":16,""vid3"":16}";633.377;4;['1167_kiss', '6239_pull', '6172_hit'];6239_pull
3;2024-10-08;23:19:39;20;21;middle;"{""vid1"":42,""vid2"":42,""vid3"":42}";1038.827;3;['5570_poke', '4793_avoid', '5568_push'];4793_avoid
4;2024-10-08;23:25:15;16;22;middle;"{""vid1"":51,""vid2"":34,""vid3"":17}";677.145;4;['4861_throw', '1167_kiss', '6058_leave'];1167_kiss
3;2024-10-08;23:19:39;21;5;middle;"{""vid1"":22,""vid2"":22,""vid3"":22}";1072.029;3;['6172_hit', '5471_ignore', '4789_bother'];5471_ignore
4;2024-10-08;23:25:15;17;23;right;"{""vid1"":18,""vid2"":18,""vid3"":18}";702.549;4;['4788_capture', '5096_approach', '5790_escape'];5790_escape
3;2024-10-08;23:19:39;22;14;left;"{""vid1"":46,""vid2"":46,""vid3"":23}";1115.596;3;['6026_fight', '4926_lead', '6013_talk to'];6026_fight
3;2024-10-08;23:19:39;23;15;left;"{""vid1"":48,""vid2"":24,""vid3"":24}";1146.927;3;['6013_talk to', '5471_ignore', '1121_scratch'];6013_talk to
3;2024-10-08;23:19:39;24;41;left;"{""vid1"":25,""vid2"":25,""vid3"":25}";1174.979;3;['6239_pull', '5788_examine', '4789_bother'];6239_pull
4;2024-10-08;23:25:15;18;26;right;"{""vid1"":38,""vid2"":19,""vid3"":19}";819.747;4;['6300_accompany', '5568_push', '5790_escape'];5790_escape
3;2024-10-08;23:19:39;25;28;middle;"{""vid1"":52,""vid2"":26,""vid3"":26}";1214.795;3;['1051_herd', '5788_examine', '1104_tickle'];5788_examine
4;2024-10-08;23:25:15;19;20;right;"{""vid1"":40,""vid2"":20,""vid3"":40}";875.801;4;['4806_flirt with', '1121_scratch', '6013_talk to'];6013_talk to
3;2024-10-08;23:19:39;26;8;middle;"{""vid1"":54,""vid2"":81,""vid3"":54}";1271.861;3;['5568_push', '5096_approach', '4789_bother'];5096_approach
4;2024-10-08;23:25:15;20;14;middle;"{""vid1"":21,""vid2"":21,""vid3"":21}";909.022;4;['6058_leave', '1104_tickle', '6300_accompany'];1104_tickle
4;2024-10-08;23:25:15;21;33;middle;"{""vid1"":22,""vid2"":22,""vid3"":22}";956.501;4;['6013_talk to', '4793_avoid', '1167_kiss'];4793_avoid
4;2024-10-08;23:25:15;22;28;right;"{""vid1"":46,""vid2"":46,""vid3"":23}";981.412;4;['6239_pull', '4788_capture', '6300_accompany'];6300_accompany
3;2024-10-08;23:19:39;27;0;middle;"{""vid1"":84,""vid2"":56,""vid3"":56}";1371.064;3;['4793_avoid', '6239_pull', '4806_flirt with'];6239_pull
3;2024-10-08;23:19:39;28;10;middle;"{""vid1"":58,""vid2"":58,""vid3"":29}";1445.099;3;['1051_herd', '5096_approach', '1104_tickle'];5096_approach
3;2024-10-08;23:19:39;29;11;left;"{""vid1"":30,""vid2"":60,""vid3"":60}";1516.2;3;['6013_talk to', '6239_pull', '5096_approach'];6013_talk to
3;2024-10-08;23:19:39;30;16;right;"{""vid1"":93,""vid2"":155,""vid3"":62}";1571.965;3;['5790_escape', '5528_hug', '5905_encircle'];5905_encircle
3;2024-10-08;23:19:39;31;26;middle;"{""vid1"":64,""vid2"":32,""vid3"":64}";1600.233;3;['6058_leave', '4789_bother', '6239_pull'];4789_bother
3;2024-10-08;23:19:39;32;7;left;"{""vid1"":33,""vid2"":33,""vid3"":33}";1629.485;3;['1167_kiss', '5570_poke', '6300_accompany'];1167_kiss
3;2024-10-08;23:19:39;33;4;middle;"{""vid1"":68,""vid2"":68,""vid3"":34}";1661.149;3;['5570_poke', '5901_huddle with', '1104_tickle'];5901_huddle with
3;2024-10-08;23:19:39;34;23;middle;"{""vid1"":35,""vid2"":35,""vid3"":35}";1683.95;3;['1167_kiss', '5471_ignore', '5866_follow'];5471_ignore
4;2024-10-08;23:25:15;23;32;middle;"{""vid1"":24,""vid2"":24,""vid3"":24}";1452.26;4;['5788_examine', '6026_fight', '5471_ignore'];6026_fight
3;2024-10-08;23:19:39;35;36;middle;"{""vid1"":144,""vid2"":72,""vid3"":36}";1839.14;3;['5528_hug', '5788_examine', '5866_follow'];5788_examine
3;2024-10-08;23:19:39;36;43;left;"{""vid1"":74,""vid2"":37,""vid3"":37}";1864.733;3;['6058_leave', '4789_bother', '1167_kiss'];6058_leave
3;2024-10-08;23:19:39;37;39;right;"{""vid1"":76,""vid2"":76,""vid3"":38}";1881.663;3;['4861_throw', '6239_pull', '4788_capture'];4788_capture
3;2024-10-08;23:19:39;38;25;left;"{""vid1"":117,""vid2"":78,""vid3"":78}";1927.131;3;['5568_push', '5866_follow', '1051_herd'];5568_push
4;2024-10-08;23:25:15;24;43;left;"{""vid1"":25,""vid2"":25,""vid3"":25}";1554.039;4;['6300_accompany', '4926_lead', '6013_talk to'];6300_accompany
3;2024-10-08;23:19:39;39;32;middle;"{""vid1"":80,""vid2"":40,""vid3"":40}";1959.646;3;['5096_approach', '5528_hug', '4793_avoid'];5528_hug
4;2024-10-08;23:25:15;25;21;middle;"{""vid1"":52,""vid2"":52,""vid3"":26}";1621.368;4;['5096_approach', '4806_flirt with', '1051_herd'];4806_flirt with
3;2024-10-08;23:19:39;40;42;middle;"{""vid1"":123,""vid2"":41,""vid3"":82}";2021.811;3;['4789_bother', '6239_pull', '6300_accompany'];6239_pull
4;2024-10-08;23:25:15;26;31;left;"{""vid1"":27,""vid2"":27,""vid3"":27}";1684.538;4;['5901_huddle with', '5096_approach', '5866_follow'];5901_huddle with
4;2024-10-08;23:25:15;27;42;middle;"{""vid1"":28,""vid2"":28,""vid3"":28}";1714.508;4;['4789_bother', '4788_capture', '5788_examine'];4788_capture
3;2024-10-08;23:19:39;41;40;right;"{""vid1"":84,""vid2"":84,""vid3"":84}";2128.194;3;['4861_throw', '4806_flirt with', '4793_avoid'];4793_avoid
4;2024-10-08;23:25:15;28;34;middle;"{""vid1"":58,""vid2"":29,""vid3"":29}";1777.386;4;['6300_accompany', '5901_huddle with', '4926_lead'];5901_huddle with
3;2024-10-08;23:19:39;42;19;left;"{""vid1"":43,""vid2"":43,""vid3"":43}";2155.845;3;['5866_follow', '6013_talk to', '6026_fight'];5866_follow
3;2024-10-08;23:19:39;43;27;middle;"{""vid1"":88,""vid2"":44,""vid3"":44}";2203.36;3;['5866_follow', '6239_pull', '5790_escape'];6239_pull
4;2024-10-08;23:25:15;29;17;middle;"{""vid1"":60,""vid2"":30,""vid3"":30}";1843.665;4;['1167_kiss', '6172_hit', '6013_talk to'];6172_hit
3;2024-10-08;23:19:39;44;18;left;"{""vid1"":135,""vid2"":45,""vid3"":45}";2233.544;3;['5568_push', '6058_leave', '4789_bother'];5568_push
4;2024-10-08;23:25:15;30;29;left;"{""vid1"":31,""vid2"":62,""vid3"":31}";1903.497;4;['1051_herd', '5901_huddle with', '4793_avoid'];1051_herd
4;2024-10-08;23:25:15;31;36;middle;"{""vid1"":64,""vid2"":32,""vid3"":32}";1968.083;4;['5570_poke', '6026_fight', '1104_tickle'];6026_fight
5;2024-10-08;23:56:06;0;1;right;"{""vid1"":1,""vid2"":1,""vid3"":2}";30.15;5;['5788_examine', '6058_leave', '5876_creep up on'];5876_creep up on
4;2024-10-08;23:25:15;32;9;middle;"{""vid1"":33,""vid2"":33,""vid3"":33}";2004.56;4;['1121_scratch', '6300_accompany', '6026_fight'];6300_accompany
6;2024-10-08;23:57:45;0;28;left;"{""vid1"":1,""vid2"":1,""vid3"":1}";23.506;6;['1167_kiss', '5876_creep up on', '4926_lead'];1167_kiss
4;2024-10-08;23:25:15;33;39;left;"{""vid1"":34,""vid2"":34,""vid3"":34}";2029.274;4;['5096_approach', '5905_encircle', '5790_escape'];5096_approach
5;2024-10-08;23:56:06;1;2;right;"{""vid1"":2,""vid2"":2,""vid3"":2}";64.715;5;['5790_escape', '5788_examine', '4806_flirt with'];4806_flirt with
4;2024-10-08;23:25:15;34;16;middle;"{""vid1"":35,""vid2"":35,""vid3"":35}";2056.521;4;['5866_follow', '5471_ignore', '5096_approach'];5471_ignore
6;2024-10-08;23:57:45;1;27;middle;"{""vid1"":4,""vid2"":2,""vid3"":2}";68.329;6;['1104_tickle', '4806_flirt with', '5790_escape'];4806_flirt with
4;2024-10-08;23:25:15;35;10;middle;"{""vid1"":36,""vid2"":36,""vid3"":36}";2078.571;4;['5568_push', '6239_pull', '4806_flirt with'];6239_pull
5;2024-10-08;23:56:06;2;21;right;"{""vid1"":9,""vid2"":9,""vid3"":6}";122.666;5;['5905_encircle', '6013_talk to', '5876_creep up on'];5876_creep up on
6;2024-10-08;23:57:45;2;21;right;"{""vid1"":3,""vid2"":3,""vid3"":3}";94.477;6;['4926_lead', '5866_follow', '4793_avoid'];4793_avoid
4;2024-10-08;23:25:15;36;19;right;"{""vid1"":37,""vid2"":37,""vid3"":37}";2115.751;4;['5901_huddle with', '5528_hug', '1051_herd'];1051_herd
6;2024-10-08;23:57:45;3;23;left;"{""vid1"":4,""vid2"":4,""vid3"":4}";121.343;6;['4788_capture', '4793_avoid', '1051_herd'];4788_capture
4;2024-10-08;23:25:15;37;12;right;"{""vid1"":38,""vid2"":38,""vid3"":38}";2131.218;4;['5528_hug', '6026_fight', '4861_throw'];4861_throw
5;2024-10-08;23:56:06;3;40;middle;"{""vid1"":8,""vid2"":4,""vid3"":4}";161.531;5;['4806_flirt with', '5901_huddle with', '6013_talk to'];5901_huddle with
6;2024-10-08;23:57:45;4;38;left;"{""vid1"":5,""vid2"":5,""vid3"":5}";144.399;6;['5528_hug', '4926_lead', '6300_accompany'];5528_hug
5;2024-10-08;23:56:06;4;28;right;"{""vid1"":5,""vid2"":10,""vid3"":5}";212.264;5;['6026_fight', '6300_accompany', '4789_bother'];4789_bother
6;2024-10-08;23:57:45;5;33;right;"{""vid1"":12,""vid2"":12,""vid3"":12}";194.305;6;['1104_tickle', '6013_talk to', '4926_lead'];4926_lead
5;2024-10-08;23:56:06;5;38;right;"{""vid1"":6,""vid2"":6,""vid3"":6}";244.585;5;['4806_flirt with', '5570_poke', '4789_bother'];4789_bother
4;2024-10-08;23:25:15;38;37;right;"{""vid1"":78,""vid2"":39,""vid3"":39}";2223.447;4;['5905_encircle', '1167_kiss', '6239_pull'];6239_pull
6;2024-10-08;23:57:45;6;3;middle;"{""vid1"":14,""vid2"":14,""vid3"":7}";225.427;6;['5901_huddle with', '5570_poke', '5096_approach'];5570_poke
5;2024-10-08;23:56:06;6;9;right;"{""vid1"":7,""vid2"":7,""vid3"":7}";268.741;5;['5876_creep up on', '5096_approach', '4861_throw'];4861_throw
4;2024-10-08;23:25:15;39;4;left;"{""vid1"":40,""vid2"":40,""vid3"":40}";2243.147;4;['5905_encircle', '1121_scratch', '1167_kiss'];5905_encircle
6;2024-10-08;23:57:45;7;41;right;"{""vid1"":8,""vid2"":8,""vid3"":8}";255.806;6;['4806_flirt with', '5790_escape', '6058_leave'];6058_leave
5;2024-10-08;23:56:06;7;25;right;"{""vid1"":8,""vid2"":8,""vid3"":8}";285.781;5;['5568_push', '5866_follow', '6058_leave'];6058_leave
5;2024-10-08;23:56:06;8;43;middle;"{""vid1"":9,""vid2"":9,""vid3"":9}";315.737;5;['6013_talk to', '1104_tickle', '6300_accompany'];1104_tickle
6;2024-10-08;23:57:45;8;25;right;"{""vid1"":18,""vid2"":18,""vid3"":9}";298.031;6;['4788_capture', '1167_kiss', '4789_bother'];4789_bother
5;2024-10-08;23:56:06;9;4;middle;"{""vid1"":20,""vid2"":20,""vid3"":10}";339.01;5;['1121_scratch', '4861_throw', '5528_hug'];4861_throw
4;2024-10-08;23:25:15;40;8;middle;"{""vid1"":41,""vid2"":41,""vid3"":41}";2321.079;4;['4861_throw', '1121_scratch', '4793_avoid'];1121_scratch
6;2024-10-08;23:57:45;9;42;middle;"{""vid1"":20,""vid2"":10,""vid3"":10}";335.3;6;['6172_hit', '6026_fight', '5570_poke'];6026_fight
5;2024-10-08;23:56:06;10;29;right;"{""vid1"":22,""vid2"":11,""vid3"":11}";364.983;5;['6058_leave', '5790_escape', '1121_scratch'];1121_scratch
4;2024-10-08;23:25:15;41;3;left;"{""vid1"":42,""vid2"":42,""vid3"":42}";2338.845;4;['4926_lead', '1121_scratch', '5570_poke'];4926_lead
5;2024-10-08;23:56:06;11;30;right;"{""vid1"":12,""vid2"":12,""vid3"":12}";384.204;5;['4861_throw', '5866_follow', '5905_encircle'];5905_encircle
6;2024-10-08;23:57:45;10;34;right;"{""vid1"":11,""vid2"":11,""vid3"":11}";357.975;6;['5905_encircle', '5901_huddle with', '6239_pull'];6239_pull
4;2024-10-08;23:25:15;42;25;left;"{""vid1"":43,""vid2"":43,""vid3"":43}";2366.975;4;['5096_approach', '6026_fight', '6172_hit'];5096_approach
5;2024-10-08;23:56:06;12;37;middle;"{""vid1"":13,""vid2"":13,""vid3"":13}";398.609;5;['6239_pull', '4861_throw', '5901_huddle with'];4861_throw
4;2024-10-08;23:25:15;43;38;right;"{""vid1"":44,""vid2"":44,""vid3"":44}";2392.693;4;['1051_herd', '5568_push', '5570_poke'];5570_poke
5;2024-10-08;23:56:06;13;13;right;"{""vid1"":14,""vid2"":14,""vid3"":14}";426.052;5;['5876_creep up on', '5570_poke', '4806_flirt with'];4806_flirt with
6;2024-10-08;23:57:45;11;14;middle;"{""vid1"":24,""vid2"":24,""vid3"":24}";400.393;6;['1121_scratch', '1104_tickle', '5570_poke'];1104_tickle
6;2024-10-08;23:57:45;12;37;middle;"{""vid1"":13,""vid2"":13,""vid3"":13}";425.022;6;['5790_escape', '5528_hug', '4806_flirt with'];5528_hug
5;2024-10-08;23:56:06;14;32;left;"{""vid1"":15,""vid2"":15,""vid3"":15}";454.781;5;['6058_leave', '5788_examine', '5568_push'];6058_leave
4;2024-10-08;23:25:15;44;40;middle;"{""vid1"":90,""vid2"":45,""vid3"":45}";2450.921;4;['4789_bother', '5528_hug', '6172_hit'];5528_hug
6;2024-10-08;23:57:45;13;19;left;"{""vid1"":14,""vid2"":14,""vid3"":14}";453.75;6;['5788_examine', '5096_approach', '6300_accompany'];5788_examine
