subjNum;subjStartDate;subjStartTime;trialIndex;exptId;choicePos;vidPlayCounts;rt;exptVer;options;choice
2001;2025-11-19;09:13:50;14;8;right;"{""vid1"":15,""vid2"":15,""vid3"":15}";394.058;1;['6058_leave', '6035_capture', '5570_poke'];5570_poke
2001;2025-11-19;09:13:50;15;14;left;"{""vid1"":16,""vid2"":16,""vid3"":16}";433.93;1;['5987_creep up on', '1051_herd', '5870_poke'];5987_creep up on
2001;2025-11-19;09:13:50;16;0;left;"{""vid1"":34,""vid2"":17,""vid3"":17}";458.173;1;['5905_encircle', '4926_lead', '5816_ignore'];5905_encircle
2001;2025-11-19;09:13:50;17;21;right;"{""vid1"":18,""vid2"":18,""vid3"":18}";474.18;1;['5914_tickle', '5849_approach', '6026_fight'];6026_fight
2001;2025-11-19;09:13:50;18;42;left;"{""vid1"":19,""vid2"":19,""vid3"":19}";506.942;1;['5787_accompany', '1104_tickle', '1051_herd'];5787_accompany
2001;2025-11-19;09:13:50;19;33;right;"{""vid1"":20,""vid2"":20,""vid3"":20}";533.76;1;['6172_hit', '6026_fight', '5809_pull'];5809_pull
2001;2025-11-19;09:13:50;20;24;left;"{""vid1"":21,""vid2"":21,""vid3"":21}";557.207;1;['6017_encircle', '4788_capture', '5096_approach'];6017_encircle
2001;2025-11-19;09:13:50;21;35;right;"{""vid1"":22,""vid2"":22,""vid3"":22}";591.571;1;['6012_kiss', '4788_capture', '6239_pull'];6239_pull
2001;2025-11-19;09:13:50;22;6;right;"{""vid1"":23,""vid2"":23,""vid3"":23}";617.09;1;['6239_pull', '1145_leave', '5875_escape'];5875_escape
2001;2025-11-19;09:13:50;23;28;middle;"{""vid1"":24,""vid2"":24,""vid3"":24}";648.712;1;['5570_poke', '4789_bother', '6004_herd'];4789_bother
2001;2025-11-19;09:13:50;24;16;right;"{""vid1"":25,""vid2"":25,""vid3"":25}";667.297;1;['5986_fight', '1167_kiss', '6058_leave'];6058_leave
2001;2025-11-19;09:13:50;25;11;left;"{""vid1"":26,""vid2"":26,""vid3"":26}";689.214;1;['5528_hug', '6300_accompany', '5878_follow'];5528_hug
2001;2025-11-19;09:13:50;26;12;middle;"{""vid1"":27,""vid2"":27,""vid3"":27}";710.68;1;['5570_poke', '5870_poke', '4926_lead'];5870_poke
2001;2025-11-19;09:13:50;27;2;right;"{""vid1"":28,""vid2"":28,""vid3"":28}";729.07;1;['6239_pull', '4408_lead', '5843_huddle with'];5843_huddle with
2001;2025-11-19;09:13:50;28;39;left;"{""vid1"":29,""vid2"":29,""vid3"":29}";757.902;1;['5814_talk to', '1145_leave', '4861_throw'];5814_talk to
2001;2025-11-19;09:13:50;29;34;right;"{""vid1"":30,""vid2"":30,""vid3"":30}";799.349;1;['5875_escape', '6005_throw', '4806_flirt with'];4806_flirt with
2001;2025-11-19;09:13:50;30;1;right;"{""vid1"":31,""vid2"":31,""vid3"":31}";825.857;1;['5471_ignore', '5849_approach', '6034_avoid'];6034_avoid
2001;2025-11-19;09:13:50;31;5;middle;"{""vid1"":32,""vid2"":32,""vid3"":32}";929.603;1;['5876_creep up on', '6058_leave', '6035_capture'];6058_leave
2001;2025-11-19;09:13:50;32;17;left;"{""vid1"":33,""vid2"":33,""vid3"":33}";959.424;1;['5809_pull', '5866_follow', '5816_ignore'];5809_pull
2001;2025-11-19;09:13:50;33;7;middle;"{""vid1"":34,""vid2"":68,""vid3"":34}";1011.055;1;['5787_accompany', '4806_flirt with', '6004_herd'];4806_flirt with
2001;2025-11-19;09:13:50;34;32;middle;"{""vid1"":35,""vid2"":35,""vid3"":35}";1038.747;1;['6079_bother', '5471_ignore', '5096_approach'];5471_ignore
2001;2025-11-19;09:13:50;35;26;right;"{""vid1"":36,""vid2"":36,""vid3"":36}";1064.685;1;['6005_throw', '4793_avoid', '4926_lead'];4926_lead
2001;2025-11-19;09:13:50;36;9;right;"{""vid1"":37,""vid2"":37,""vid3"":37}";1117.186;1;['4793_avoid', '6058_leave', '6005_throw'];6005_throw
2001;2025-11-19;09:13:50;37;30;right;"{""vid1"":38,""vid2"":38,""vid3"":38}";1146.423;1;['5816_ignore', '5568_push', '5991_examine'];5991_examine
2001;2025-11-19;09:13:50;38;29;right;"{""vid1"":39,""vid2"":39,""vid3"":39}";1168.712;1;['4397_hug', '5902_hit', '1051_herd'];1051_herd
2001;2025-11-19;09:13:50;39;27;right;"{""vid1"":40,""vid2"":40,""vid3"":40}";1196.63;1;['6079_bother', '6035_capture', '5876_creep up on'];5876_creep up on
2001;2025-11-19;09:13:50;40;40;left;"{""vid1"":82,""vid2"":41,""vid3"":41}";1230.546;1;['4397_hug', '4408_lead', '5901_huddle with'];4397_hug
2001;2025-11-19;09:13:50;41;31;right;"{""vid1"":42,""vid2"":42,""vid3"":42}";1248.818;1;['5876_creep up on', '1012_push', '6035_capture'];6035_capture
2001;2025-11-19;09:13:50;42;22;left;"{""vid1"":43,""vid2"":43,""vid3"":43}";1275.46;1;['6026_fight', '5787_accompany', '5790_escape'];6026_fight
2001;2025-11-19;09:13:50;43;3;right;"{""vid1"":44,""vid2"":44,""vid3"":44}";1291.765;1;['4861_throw', '5875_escape', '1167_kiss'];1167_kiss
2001;2025-11-19;09:13:50;44;23;left;"{""vid1"":45,""vid2"":45,""vid3"":45}";1308.025;1;['5901_huddle with', '6035_capture', '5875_escape'];5901_huddle with
2002;2025-11-19;09:46:48;0;44;middle;"{""vid1"":1,""vid2"":1,""vid3"":1}";15.842;2;['5809_pull', '5814_talk to', '4926_lead'];5814_talk to
2002;2025-11-19;09:46:48;1;21;right;"{""vid1"":2,""vid2"":2,""vid3"":2}";34.263;2;['1012_push', '5902_hit', '4926_lead'];4926_lead
2002;2025-11-19;09:46:48;2;11;left;"{""vid1"":6,""vid2"":6,""vid3"":6}";79.67;2;['4793_avoid', '5866_follow', '5878_follow'];4793_avoid
2002;2025-11-19;09:46:48;3;23;middle;"{""vid1"":8,""vid2"":4,""vid3"":4}";104.389;2;['4408_lead', '5948_flirt with', '6026_fight'];5948_flirt with
2002;2025-11-19;09:46:48;4;29;right;"{""vid1"":5,""vid2"":5,""vid3"":5}";123.231;2;['1051_herd', '4408_lead', '6012_kiss'];6012_kiss
2002;2025-11-19;09:46:48;5;13;right;"{""vid1"":6,""vid2"":6,""vid3"":6}";144.297;2;['6016_scratch', '1167_kiss', '1051_herd'];1051_herd
2002;2025-11-19;09:46:48;6;26;right;"{""vid1"":7,""vid2"":7,""vid3"":7}";166.44;2;['4806_flirt with', '5905_encircle', '5816_ignore'];5816_ignore
2002;2025-11-19;09:46:48;7;22;right;"{""vid1"":8,""vid2"":8,""vid3"":8}";186.412;2;['1051_herd', '6012_kiss', '5991_examine'];5991_examine
2002;2025-11-19;09:46:48;8;12;right;"{""vid1"":9,""vid2"":9,""vid3"":9}";199.612;2;['5814_talk to', '4788_capture', '6035_capture'];6035_capture
2002;2025-11-19;09:46:48;9;0;right;"{""vid1"":10,""vid2"":10,""vid3"":10}";217.28;2;['5878_follow', '6012_kiss', '5788_examine'];5788_examine
2002;2025-11-19;09:46:48;10;10;right;"{""vid1"":11,""vid2"":11,""vid3"":11}";237.969;2;['4408_lead', '6004_herd', '5788_examine'];5788_examine
2002;2025-11-19;09:46:48;11;41;middle;"{""vid1"":12,""vid2"":12,""vid3"":12}";261.165;2;['6013_talk to', '5849_approach', '4789_bother'];5849_approach
2002;2025-11-19;09:46:48;12;43;right;"{""vid1"":26,""vid2"":26,""vid3"":26}";296.832;2;['5876_creep up on', '1145_leave', '1167_kiss'];1167_kiss
2002;2025-11-19;09:46:48;13;2;left;"{""vid1"":14,""vid2"":14,""vid3"":14}";311.465;2;['6017_encircle', '5528_hug', '4926_lead'];6017_encircle
2002;2025-11-19;09:46:48;14;20;right;"{""vid1"":15,""vid2"":15,""vid3"":15}";326.486;2;['1121_scratch', '5914_tickle', '5991_examine'];5991_examine
2002;2025-11-19;09:46:48;15;5;right;"{""vid1"":32,""vid2"":16,""vid3"":16}";351.719;2;['6079_bother', '5471_ignore', '5870_poke'];5870_poke
2002;2025-11-19;09:46:48;16;38;right;"{""vid1"":17,""vid2"":17,""vid3"":17}";367.389;2;['5870_poke', '6239_pull', '1167_kiss'];1167_kiss
2002;2025-11-19;09:46:48;17;40;left;"{""vid1"":18,""vid2"":18,""vid3"":18}";384.263;2;['5843_huddle with', '5568_push', '5876_creep up on'];5843_huddle with
2002;2025-11-19;09:46:48;18;14;middle;"{""vid1"":38,""vid2"":19,""vid3"":19}";406.695;2;['4408_lead', '5901_huddle with', '6004_herd'];5901_huddle with
2002;2025-11-19;09:46:48;19;35;left;"{""vid1"":40,""vid2"":20,""vid3"":20}";426.124;2;['5570_poke', '5901_huddle with', '6035_capture'];5570_poke
2002;2025-11-19;09:46:48;20;34;right;"{""vid1"":21,""vid2"":21,""vid3"":21}";441.295;2;['5816_ignore', '5875_escape', '5096_approach'];5096_approach
2002;2025-11-19;09:46:48;21;17;right;"{""vid1"":22,""vid2"":22,""vid3"":22}";453.68;2;['5901_huddle with', '6016_scratch', '4788_capture'];4788_capture
2002;2025-11-19;09:46:48;22;36;left;"{""vid1"":46,""vid2"":23,""vid3"":23}";470.191;2;['5849_approach', '5814_talk to', '5570_poke'];5849_approach
2002;2025-11-19;09:46:48;23;28;right;"{""vid1"":24,""vid2"":24,""vid3"":24}";485.484;2;['5986_fight', '1104_tickle', '5948_flirt with'];5948_flirt with
2002;2025-11-19;09:46:48;24;24;right;"{""vid1"":25,""vid2"":25,""vid3"":25}";506.588;2;['6079_bother', '5816_ignore', '4789_bother'];4789_bother
2002;2025-11-19;09:46:48;25;42;right;"{""vid1"":26,""vid2"":26,""vid3"":26}";523.444;2;['5570_poke', '4926_lead', '5991_examine'];5991_examine
2002;2025-11-19;09:46:48;26;27;left;"{""vid1"":54,""vid2"":27,""vid3"":27}";545.296;2;['5568_push', '1104_tickle', '6004_herd'];5568_push
2002;2025-11-19;09:46:48;27;8;middle;"{""vid1"":28,""vid2"":28,""vid3"":28}";561.957;2;['6034_avoid', '5570_poke', '5948_flirt with'];5570_poke
2002;2025-11-19;09:46:48;28;1;middle;"{""vid1"":29,""vid2"":29,""vid3"":29}";573.609;2;['5948_flirt with', '5914_tickle', '6239_pull'];5914_tickle
2002;2025-11-19;09:46:48;29;9;middle;"{""vid1"":30,""vid2"":30,""vid3"":30}";595.456;2;['5991_examine', '5849_approach', '4789_bother'];5849_approach
2002;2025-11-19;09:46:48;30;3;right;"{""vid1"":31,""vid2"":31,""vid3"":31}";614.596;2;['5986_fight', '6172_hit', '5814_talk to'];5814_talk to
2002;2025-11-19;09:46:48;31;19;middle;"{""vid1"":32,""vid2"":32,""vid3"":32}";640.594;2;['5787_accompany', '6300_accompany', '1051_herd'];6300_accompany
2002;2025-11-19;09:46:48;32;33;right;"{""vid1"":33,""vid2"":33,""vid3"":33}";666.122;2;['1051_herd', '5843_huddle with', '4793_avoid'];4793_avoid
2002;2025-11-19;09:46:48;33;15;right;"{""vid1"":34,""vid2"":34,""vid3"":34}";690.503;2;['4793_avoid', '5471_ignore', '5991_examine'];5991_examine
2002;2025-11-19;09:46:48;34;30;right;"{""vid1"":35,""vid2"":35,""vid3"":35}";713.612;2;['5876_creep up on', '6300_accompany', '5914_tickle'];5914_tickle
2002;2025-11-19;09:46:48;35;32;middle;"{""vid1"":36,""vid2"":36,""vid3"":36}";738.553;2;['4793_avoid', '5866_follow', '5914_tickle'];5866_follow
2002;2025-11-19;09:46:48;36;6;left;"{""vid1"":37,""vid2"":37,""vid3"":37}";759.246;2;['5809_pull', '5991_examine', '6172_hit'];5809_pull
2002;2025-11-19;09:46:48;37;39;middle;"{""vid1"":38,""vid2"":38,""vid3"":38}";777.272;2;['5905_encircle', '4926_lead', '5870_poke'];4926_lead
2002;2025-11-19;09:46:48;38;31;right;"{""vid1"":39,""vid2"":39,""vid3"":39}";789.917;2;['5914_tickle', '4788_capture', '5471_ignore'];5471_ignore
2002;2025-11-19;09:46:48;39;16;right;"{""vid1"":40,""vid2"":40,""vid3"":40}";808.343;2;['6058_leave', '4408_lead', '6300_accompany'];6300_accompany
2002;2025-11-19;09:46:48;40;4;left;"{""vid1"":82,""vid2"":41,""vid3"":41}";836.878;2;['5096_approach', '5986_fight', '4789_bother'];5096_approach
2002;2025-11-19;09:46:48;41;18;left;"{""vid1"":42,""vid2"":42,""vid3"":42}";854.635;2;['5528_hug', '5991_examine', '1051_herd'];5528_hug
2002;2025-11-19;09:46:48;42;37;left;"{""vid1"":43,""vid2"":43,""vid3"":43}";872.712;2;['5096_approach', '5948_flirt with', '1121_scratch'];5096_approach
2002;2025-11-19;09:46:48;43;7;right;"{""vid1"":44,""vid2"":44,""vid3"":44}";888.38;2;['6079_bother', '6239_pull', '1167_kiss'];1167_kiss
2002;2025-11-19;09:46:48;44;25;middle;"{""vid1"":45,""vid2"":45,""vid3"":45}";905.602;2;['1121_scratch', '5876_creep up on', '5948_flirt with'];5876_creep up on
2003;2025-11-19;16:08:27;0;2;middle;"{""vid1"":1,""vid2"":1,""vid3"":1}";17.973;3;['5905_encircle', '5814_talk to', '5528_hug'];5814_talk to
2003;2025-11-19;16:08:27;1;33;middle;"{""vid1"":2,""vid2"":2,""vid3"":2}";38.64;3;['6300_accompany', '5914_tickle', '5568_push'];5914_tickle
2003;2025-11-19;16:08:27;2;7;left;"{""vid1"":3,""vid2"":3,""vid3"":3}";57.04;3;['5905_encircle', '6034_avoid', '6035_capture'];5905_encircle
2003;2025-11-19;16:08:27;3;17;right;"{""vid1"":4,""vid2"":4,""vid3"":4}";75.206;3;['5471_ignore', '5875_escape', '5787_accompany'];5787_accompany
2003;2025-11-19;16:08:27;4;12;left;"{""vid1"":5,""vid2"":5,""vid3"":5}";94.956;3;['4793_avoid', '6035_capture', '5528_hug'];4793_avoid
2003;2025-11-19;16:08:27;5;8;left;"{""vid1"":6,""vid2"":6,""vid3"":6}";110.173;3;['6016_scratch', '6005_throw', '6058_leave'];6016_scratch
2003;2025-11-19;16:08:27;6;23;middle;"{""vid1"":7,""vid2"":7,""vid3"":7}";131.506;3;['6300_accompany', '6239_pull', '6034_avoid'];6239_pull
2003;2025-11-19;16:08:27;7;15;left;"{""vid1"":8,""vid2"":8,""vid3"":8}";159.056;3;['4806_flirt with', '5986_fight', '6172_hit'];4806_flirt with
2003;2025-11-19;16:08:27;8;14;left;"{""vid1"":9,""vid2"":9,""vid3"":9}";173.406;3;['5914_tickle', '5866_follow', '5878_follow'];5914_tickle
2004;2025-11-19;16:11:10;0;43;right;"{""vid1"":1,""vid2"":1,""vid3"":1}";20.973;4;['5987_creep up on', '4806_flirt with', '5843_huddle with'];5843_huddle with
2003;2025-11-19;16:08:27;9;11;middle;"{""vid1"":10,""vid2"":10,""vid3"":10}";189.64;3;['5987_creep up on', '6013_talk to', '6016_scratch'];6013_talk to
2004;2025-11-19;16:11:10;1;3;left;"{""vid1"":2,""vid2"":2,""vid3"":2}";48.64;4;['5991_examine', '4806_flirt with', '6013_talk to'];5991_examine
2003;2025-11-19;16:08:27;10;36;right;"{""vid1"":22,""vid2"":22,""vid3"":11}";214.19;3;['6012_kiss', '5948_flirt with', '5876_creep up on'];5876_creep up on
2004;2025-11-19;16:11:10;2;11;left;"{""vid1"":3,""vid2"":3,""vid3"":3}";70.857;4;['6172_hit', '6012_kiss', '6005_throw'];6172_hit
2004;2025-11-19;16:11:10;3;20;right;"{""vid1"":4,""vid2"":4,""vid3"":4}";90.391;4;['5902_hit', '1104_tickle', '5843_huddle with'];5843_huddle with
2003;2025-11-19;16:08:27;11;34;middle;"{""vid1"":24,""vid2"":24,""vid3"":12}";248.489;3;['6300_accompany', '4788_capture', '6016_scratch'];4788_capture
2004;2025-11-19;16:11:10;4;41;right;"{""vid1"":5,""vid2"":5,""vid3"":5}";108.057;4;['5809_pull', '5096_approach', '1145_leave'];1145_leave
2003;2025-11-19;16:08:27;12;27;left;"{""vid1"":13,""vid2"":13,""vid3"":13}";266.623;3;['1121_scratch', '6079_bother', '5814_talk to'];1121_scratch
2003;2025-11-19;16:08:27;13;42;right;"{""vid1"":14,""vid2"":14,""vid3"":14}";282.772;3;['5471_ignore', '5816_ignore', '5914_tickle'];5914_tickle
2004;2025-11-19;16:11:10;5;37;right;"{""vid1"":6,""vid2"":6,""vid3"":6}";129.474;4;['6034_avoid', '5096_approach', '5843_huddle with'];5843_huddle with
2004;2025-11-19;16:11:10;6;30;right;"{""vid1"":7,""vid2"":7,""vid3"":7}";150.99;4;['5809_pull', '4793_avoid', '4408_lead'];4408_lead
2003;2025-11-19;16:08:27;14;39;right;"{""vid1"":30,""vid2"":15,""vid3"":15}";309.622;3;['5096_approach', '6058_leave', '5843_huddle with'];5843_huddle with
2003;2025-11-19;16:08:27;15;4;left;"{""vid1"":16,""vid2"":16,""vid3"":16}";331.539;3;['6300_accompany', '6034_avoid', '5816_ignore'];6300_accompany
2004;2025-11-19;16:11:10;7;19;right;"{""vid1"":8,""vid2"":8,""vid3"":8}";175.057;4;['4789_bother', '1012_push', '6017_encircle'];6017_encircle
2003;2025-11-19;16:08:27;16;19;right;"{""vid1"":17,""vid2"":17,""vid3"":17}";350.689;3;['5876_creep up on', '6034_avoid', '5814_talk to'];5814_talk to
2004;2025-11-19;16:11:10;8;42;middle;"{""vid1"":9,""vid2"":9,""vid3"":9}";200.674;4;['5986_fight', '4793_avoid', '1051_herd'];4793_avoid
2004;2025-11-19;16:11:10;9;34;right;"{""vid1"":10,""vid2"":10,""vid3"":10}";224.973;4;['5914_tickle', '4806_flirt with', '5902_hit'];5902_hit
2005;2025-11-19;16:14:58;0;24;left;"{""vid1"":1,""vid2"":1,""vid3"":1}";19.257;5;['6239_pull', '5902_hit', '6079_bother'];6239_pull
2004;2025-11-19;16:11:10;10;8;right;"{""vid1"":11,""vid2"":11,""vid3"":11}";241.324;4;['5914_tickle', '1104_tickle', '5814_talk to'];5814_talk to
2004;2025-11-19;16:11:10;11;31;right;"{""vid1"":12,""vid2"":12,""vid3"":12}";254.741;4;['6016_scratch', '5986_fight', '6058_leave'];6058_leave
2005;2025-11-19;16:14:58;1;8;middle;"{""vid1"":2,""vid2"":4,""vid3"":2}";42.281;5;['5096_approach', '5986_fight', '1121_scratch'];5986_fight
2003;2025-11-19;16:08:27;17;5;middle;"{""vid1"":18,""vid2"":18,""vid3"":18}";366.322;3;['4788_capture', '5948_flirt with', '5875_escape'];5948_flirt with
2003;2025-11-19;16:08:27;18;16;left;"{""vid1"":19,""vid2"":19,""vid3"":19}";388.405;3;['4789_bother', '5870_poke', '4397_hug'];4789_bother
2004;2025-11-19;16:11:10;12;0;right;"{""vid1"":13,""vid2"":13,""vid3"":13}";269.34;4;['5902_hit', '1121_scratch', '4788_capture'];4788_capture
2004;2025-11-19;16:11:10;13;17;right;"{""vid1"":14,""vid2"":14,""vid3"":14}";282.974;4;['4788_capture', '5843_huddle with', '6058_leave'];6058_leave
2005;2025-11-19;16:14:58;2;36;left;"{""vid1"":9,""vid2"":6,""vid3"":6}";76.617;5;['4788_capture', '6079_bother', '6017_encircle'];4788_capture
2004;2025-11-19;16:11:10;14;9;left;"{""vid1"":15,""vid2"":15,""vid3"":15}";305.024;4;['6017_encircle', '5849_approach', '6172_hit'];6017_encircle
2005;2025-11-19;16:14:58;3;32;middle;"{""vid1"":8,""vid2"":8,""vid3"":4}";106.122;5;['5568_push', '6079_bother', '4926_lead'];6079_bother
2003;2025-11-19;16:08:27;19;3;right;"{""vid1"":60,""vid2"":40,""vid3"":20}";452.155;3;['5948_flirt with', '5901_huddle with', '5814_talk to'];5814_talk to
2003;2025-11-19;16:08:27;20;20;right;"{""vid1"":21,""vid2"":21,""vid3"":21}";478.638;3;['6172_hit', '5816_ignore', '5788_examine'];5788_examine
2003;2025-11-19;16:08:27;21;43;middle;"{""vid1"":22,""vid2"":22,""vid3"":22}";494.404;3;['5849_approach', '6016_scratch', '5568_push'];6016_scratch
2004;2025-11-19;16:11:10;15;26;right;"{""vid1"":16,""vid2"":16,""vid3"":32}";338.725;4;['6012_kiss', '1012_push', '4793_avoid'];4793_avoid
2005;2025-11-19;16:14:58;4;0;middle;"{""vid1"":5,""vid2"":5,""vid3"":5}";130.271;5;['6300_accompany', '1104_tickle', '4397_hug'];1104_tickle
2004;2025-11-19;16:11:10;16;24;left;"{""vid1"":17,""vid2"":17,""vid3"":17}";350.607;4;['6239_pull', '5948_flirt with', '5987_creep up on'];6239_pull
2004;2025-11-19;16:11:10;17;1;right;"{""vid1"":18,""vid2"":18,""vid3"":18}";363.624;4;['4408_lead', '6012_kiss', '4788_capture'];4788_capture
2005;2025-11-19;16:14:58;5;10;right;"{""vid1"":6,""vid2"":6,""vid3"":6}";148.972;5;['6005_throw', '4861_throw', '6026_fight'];6026_fight
2004;2025-11-19;16:11:10;18;25;right;"{""vid1"":19,""vid2"":19,""vid3"":19}";384.641;4;['5902_hit', '4926_lead', '5905_encircle'];5905_encircle
2005;2025-11-19;16:14:58;6;26;right;"{""vid1"":7,""vid2"":7,""vid3"":7}";168.415;5;['6026_fight', '5987_creep up on', '6017_encircle'];6017_encircle
2005;2025-11-19;16:14:58;7;40;right;"{""vid1"":8,""vid2"":8,""vid3"":8}";180.735;5;['4397_hug', '5528_hug', '5878_follow'];5878_follow
2004;2025-11-19;16:11:10;19;4;left;"{""vid1"":20,""vid2"":20,""vid3"":20}";405.44;4;['6034_avoid', '5809_pull', '5866_follow'];6034_avoid
2003;2025-11-19;16:08:27;22;44;right;"{""vid1"":23,""vid2"":23,""vid3"":23}";516.404;3;['6172_hit', '5948_flirt with', '6035_capture'];6035_capture
2003;2025-11-19;16:08:27;23;24;middle;"{""vid1"":24,""vid2"":24,""vid3"":24}";529.154;3;['6012_kiss', '6058_leave', '6239_pull'];6058_leave
2003;2025-11-19;16:08:27;24;25;middle;"{""vid1"":25,""vid2"":25,""vid3"":25}";546.188;3;['5096_approach', '5948_flirt with', '6058_leave'];5948_flirt with
2003;2025-11-19;16:08:27;25;37;middle;"{""vid1"":26,""vid2"":26,""vid3"":26}";561.038;3;['5816_ignore', '5876_creep up on', '4788_capture'];5876_creep up on
2005;2025-11-19;16:14:58;8;22;left;"{""vid1"":9,""vid2"":9,""vid3"":9}";203.408;5;['5986_fight', '1167_kiss', '4806_flirt with'];5986_fight
2004;2025-11-19;16:11:10;20;7;left;"{""vid1"":21,""vid2"":21,""vid3"":21}";425.191;4;['5849_approach', '5876_creep up on', '5866_follow'];5849_approach
2003;2025-11-19;16:08:27;26;22;right;"{""vid1"":27,""vid2"":27,""vid3"":27}";594.554;3;['1051_herd', '5787_accompany', '5843_huddle with'];5843_huddle with
2004;2025-11-19;16:11:10;21;15;right;"{""vid1"":22,""vid2"":22,""vid3"":22}";441.424;4;['5878_follow', '4926_lead', '1145_leave'];1145_leave
2003;2025-11-19;16:08:27;27;29;middle;"{""vid1"":28,""vid2"":28,""vid3"":28}";614.005;3;['5809_pull', '5788_examine', '5875_escape'];5788_examine
2005;2025-11-19;16:14:58;9;43;left;"{""vid1"":30,""vid2"":30,""vid3"":20}";243.077;5;['1121_scratch', '6239_pull', '5787_accompany'];1121_scratch
2004;2025-11-19;16:11:10;22;5;right;"{""vid1"":23,""vid2"":23,""vid3"":23}";469.124;4;['5948_flirt with', '4793_avoid', '5788_examine'];5788_examine
2003;2025-11-19;16:08:27;28;10;right;"{""vid1"":29,""vid2"":29,""vid3"":29}";635.571;3;['5096_approach', '5787_accompany', '5991_examine'];5991_examine
2005;2025-11-19;16:14:58;10;31;middle;"{""vid1"":22,""vid2"":11,""vid3"":11}";266.704;5;['5987_creep up on', '4793_avoid', '1121_scratch'];4793_avoid
2004;2025-11-19;16:11:10;23;32;left;"{""vid1"":24,""vid2"":24,""vid3"":24}";489.425;4;['6016_scratch', '5790_escape', '5986_fight'];6016_scratch
2003;2025-11-19;16:08:27;29;35;right;"{""vid1"":30,""vid2"":30,""vid3"":30}";653.487;3;['1145_leave', '5991_examine', '5876_creep up on'];5876_creep up on
2005;2025-11-19;16:14:58;11;11;right;"{""vid1"":12,""vid2"":12,""vid3"":12}";287.315;5;['4408_lead', '6026_fight', '1121_scratch'];1121_scratch
2004;2025-11-19;16:11:10;24;18;right;"{""vid1"":25,""vid2"":25,""vid3"":25}";510.975;4;['5814_talk to', '5948_flirt with', '4793_avoid'];4793_avoid
2003;2025-11-19;16:08:27;30;41;right;"{""vid1"":31,""vid2"":31,""vid3"":31}";678.554;3;['4806_flirt with', '1167_kiss', '5902_hit'];5902_hit
2005;2025-11-19;16:14:58;12;44;left;"{""vid1"":13,""vid2"":13,""vid3"":13}";309.499;5;['5814_talk to', '6300_accompany', '6004_herd'];5814_talk to
2004;2025-11-19;16:11:10;25;39;middle;"{""vid1"":26,""vid2"":26,""vid3"":26}";531.725;4;['6004_herd', '1051_herd', '5986_fight'];1051_herd
2005;2025-11-19;16:14:58;13;3;left;"{""vid1"":14,""vid2"":14,""vid3"":14}";325.661;5;['5787_accompany', '6058_leave', '4408_lead'];5787_accompany
2004;2025-11-19;16:11:10;26;13;left;"{""vid1"":27,""vid2"":27,""vid3"":27}";554.692;4;['1051_herd', '5914_tickle', '6026_fight'];1051_herd
2005;2025-11-19;16:14:58;14;19;right;"{""vid1"":15,""vid2"":15,""vid3"":15}";346.45;5;['5914_tickle', '5905_encircle', '6172_hit'];6172_hit
2004;2025-11-19;16:11:10;27;21;right;"{""vid1"":28,""vid2"":28,""vid3"":28}";570.475;4;['5875_escape', '5096_approach', '6058_leave'];6058_leave
2005;2025-11-19;16:14:58;15;35;middle;"{""vid1"":16,""vid2"":16,""vid3"":16}";369.889;5;['6172_hit', '5987_creep up on', '6017_encircle'];5987_creep up on
2004;2025-11-19;16:11:10;28;6;middle;"{""vid1"":29,""vid2"":29,""vid3"":29}";592.008;4;['5096_approach', '6026_fight', '5875_escape'];6026_fight
2004;2025-11-19;16:11:10;29;2;left;"{""vid1"":30,""vid2"":30,""vid3"":30}";612.392;4;['1121_scratch', '5901_huddle with', '5843_huddle with'];1121_scratch
2005;2025-11-19;16:14:58;16;1;right;"{""vid1"":17,""vid2"":34,""vid3"":17}";395.294;5;['6013_talk to', '5878_follow', '1012_push'];1012_push
2003;2025-11-19;16:08:27;31;30;left;"{""vid1"":32,""vid2"":32,""vid3"":32}";779.104;3;['5790_escape', '5849_approach', '5528_hug'];5790_escape
2004;2025-11-19;16:11:10;30;14;right;"{""vid1"":31,""vid2"":31,""vid3"":31}";627.958;4;['4861_throw', '6079_bother', '6017_encircle'];6017_encircle
2003;2025-11-19;16:08:27;32;32;middle;"{""vid1"":33,""vid2"":33,""vid3"":33}";791.57;3;['6016_scratch', '5809_pull', '5568_push'];5809_pull
2005;2025-11-19;16:14:58;17;18;right;"{""vid1"":18,""vid2"":18,""vid3"":18}";416.598;5;['5901_huddle with', '4397_hug', '5790_escape'];5790_escape
2003;2025-11-19;16:08:27;33;31;middle;"{""vid1"":34,""vid2"":34,""vid3"":34}";805.171;3;['5843_huddle with', '5570_poke', '5528_hug'];5570_poke
2003;2025-11-19;16:08:27;34;38;right;"{""vid1"":35,""vid2"":35,""vid3"":35}";825.287;3;['6026_fight', '6016_scratch', '5787_accompany'];5787_accompany
2005;2025-11-19;16:14:58;18;28;middle;"{""vid1"":38,""vid2"":19,""vid3"":19}";449.185;5;['5096_approach', '1145_leave', '4789_bother'];1145_leave
2003;2025-11-19;16:08:27;35;21;right;"{""vid1"":36,""vid2"":36,""vid3"":36}";844.953;3;['5788_examine', '5987_creep up on', '5986_fight'];5986_fight
2005;2025-11-19;16:14:58;19;13;right;"{""vid1"":40,""vid2"":20,""vid3"":20}";479.813;5;['5870_poke', '6004_herd', '4806_flirt with'];4806_flirt with
